run,model,graph_type,method,Full_Parse_OK,Total_triples_in_KG,Valid_triples,Invalid_triples,Distinct_classes_used,Class_Compliance,Class_Coverage,Distinct_properties_used,Property_Compliance,Property_Coverage
8,llama4-scout,action,d2kg-rag,True,172,172,0,7,1.0,0.6666666666666666,8,0.375,0.375
8,llama4-maverick,action,dpe,True,10,10,0,0,0.0,0.0,5,0.0,0.0
8,llama4-maverick,action,i2kg,True,66,66,0,6,1.0,0.8333333333333334,9,0.7777777777777778,0.875
8,llama4-maverick,action,d2kg,True,45,45,0,6,1.0,0.8333333333333334,9,0.7777777777777778,0.875
8,llama4-maverick,action,d2kg-rag,True,91,91,0,8,1.0,1.0,9,0.7777777777777778,0.875
8,gpt-o1,action,i2kg,True,160,160,0,7,1.0,0.8333333333333334,8,0.875,0.875
8,gpt-o1,action,d2kg,True,331,331,0,7,1.0,0.8333333333333334,8,0.875,0.875
8,gpt-o1,action,d2kg-rag,True,178,178,0,4,0.0,0.0,6,0.0,0.0
8,gpt-4.1-nano,action,i2kg,False,37,0,37,0,0.0,0.0,0,0.0,0.0
8,gpt-4.1-nano,action,d2kg,True,81,81,0,2,0.0,0.0,6,0.3333333333333333,0.25
8,gpt-4.1-nano,action,d2kg-rag,False,29,0,29,0,0.0,0.0,0,0.0,0.0
9,llava-llama3,observation,dpe,True,21,21,0,0,0.0,0.0,2,0.0,0.0
9,llava-llama3,observation,i2kg,False,20,0,20,0,0.0,0.0,0,0.0,0.0
9,llava-llama3,observation,d2kg,True,59,59,0,6,1.0,0.75,6,0.8333333333333334,1.0
9,llava-llama3,observation,d2kg-rag,True,57,57,0,2,1.0,0.5,5,0.6,0.6666666666666666
9,llama4-scout,observation,dpe,True,27,27,0,0,0.0,0.0,4,0.0,0.0
9,llama4-scout,observation,i2kg,True,34,34,0,5,1.0,0.5,3,0.6666666666666666,0.6666666666666666
9,llama4-scout,observation,d2kg,False,37,0,37,0,0.0,0.0,0,0.0,0.0
9,llama4-scout,observation,d2kg-rag,True,137,137,0,6,0.8333333333333334,0.5,8,0.625,1.0
9,llama4-maverick,observation,dpe,True,19,19,0,0,0.0,0.0,10,0.0,0.0
9,llama4-maverick,observation,i2kg,True,113,113,0,5,1.0,0.5,5,0.8,1.0
9,llama4-maverick,observation,d2kg,True,89,89,0,6,0.8333333333333334,0.5,7,0.8571428571428571,1.0
9,llama4-maverick,observation,d2kg-rag,True,75,75,0,7,1.0,0.75,7,0.7142857142857143,0.6666666666666666
9,gpt-o1,observation,i2kg,True,59,59,0,5,1.0,0.75,5,0.8,1.0
9,gpt-o1,observation,d2kg,True,112,112,0,6,0.8333333333333334,0.5,5,0.6,0.6666666666666666
9,gpt-o1,observation,d2kg-rag,False,0,0,0,0,0.0,0.0,0,0.0,0.0
9,gpt-4.1-nano,observation,i2kg,True,82,82,0,6,0.8333333333333334,0.75,8,0.625,1.0
9,gpt-4.1-nano,observation,d2kg,True,115,115,0,6,0.0,0.0,5,0.6,0.6666666666666666
9,gpt-4.1-nano,observation,d2kg-rag,False,18,0,18,0,0.0,0.0,0,0.0,0.0
9,llava-llama3,action,dpe,True,21,21,0,0,0.0,0.0,6,0.0,0.0
9,llava-llama3,action,i2kg,False,20,0,20,0,0.0,0.0,0,0.0,0.0
9,llava-llama3,action,d2kg,True,115,115,0,8,1.0,0.8333333333333334,10,0.8,1.0
9,llava-llama3,action,d2kg-rag,True,76,76,0,4,1.0,0.6666666666666666,9,0.7777777777777778,0.875
9,llama4-scout,action,dpe,True,30,30,0,0,0.0,0.0,7,0.0,0.0
9,llama4-scout,action,i2kg,False,32,0,32,0,0.0,0.0,0,0.0,0.0
9,llama4-scout,action,d2kg,True,102,102,0,6,1.0,0.8333333333333334,8,0.75,0.75
9,llama4-scout,action,d2kg-rag,False,34,0,34,0,0.0,0.0,0,0.0,0.0
9,llama4-maverick,action,dpe,True,16,16,0,0,0.0,0.0,5,0.0,0.0
9,llama4-maverick,action,i2kg,True,75,75,0,5,1.0,0.8333333333333334,10,0.6,0.75
9,llama4-maverick,action,d2kg,True,40,40,0,6,1.0,0.8333333333333334,9,0.8888888888888888,1.0
9,llama4-maverick,action,d2kg-rag,True,35,35,0,8,1.0,1.0,8,0.875,0.875
9,gpt-o1,action,i2kg,True,135,135,0,7,1.0,0.8333333333333334,8,0.875,0.875
9,gpt-o1,action,d2kg,True,186,186,0,6,1.0,0.8333333333333334,8,0.875,0.875
9,gpt-o1,action,d2kg-rag,True,143,143,0,3,0.0,0.0,5,0.0,0.0
9,gpt-4.1-nano,action,i2kg,False,30,0,30,0,0.0,0.0,0,0.0,0.0
9,gpt-4.1-nano,action,d2kg,True,34,34,0,3,0.6666666666666666,0.3333333333333333,7,0.2857142857142857,0.25
9,gpt-4.1-nano,action,d2kg-rag,False,16,0,16,0,0.0,0.0,0,0.0,0.0
10,llava-llama3,observation,dpe,True,10,10,0,0,0.0,0.0,2,0.0,0.0
10,llava-llama3,observation,i2kg,False,34,0,34,0,0.0,0.0,0,0.0,0.0
10,llava-llama3,observation,d2kg,True,93,93,0,6,0.8333333333333334,0.5,7,0.8571428571428571,1.0
10,llava-llama3,observation,d2kg-rag,True,79,79,0,5,1.0,0.5,5,0.6,1.0
10,llama4-scout,observation,dpe,True,28,28,0,0,0.0,0.0,7,0.0,0.0
10,llama4-scout,observation,i2kg,True,73,73,0,6,1.0,0.75,9,0.5555555555555556,1.0
10,llama4-scout,observation,d2kg,False,46,0,46,0,0.0,0.0,0,0.0,0.0
10,llama4-scout,observation,d2kg-rag,False,33,0,33,0,0.0,0.0,0,0.0,0.0
10,llama4-maverick,observation,dpe,True,10,10,0,0,0.0,0.0,6,0.0,0.0
10,llama4-maverick,observation,i2kg,True,60,60,0,6,1.0,0.75,6,0.8333333333333334,1.0
10,llama4-maverick,observation,d2kg,True,87,87,0,5,1.0,0.75,7,0.7142857142857143,1.0
10,llama4-maverick,observation,d2kg-rag,True,112,112,0,3,1.0,0.75,7,0.7142857142857143,1.0
10,gpt-o1,observation,i2kg,True,150,150,0,6,1.0,0.75,5,0.8,1.0
10,gpt-o1,observation,d2kg,True,120,120,0,5,1.0,0.75,4,0.75,0.6666666666666666
10,gpt-o1,observation,d2kg-rag,False,0,0,0,0,0.0,0.0,0,0.0,0.0
10,gpt-4.1-nano,observation,i2kg,True,37,37,0,5,0.0,0.0,6,0.5,0.6666666666666666
10,gpt-4.1-nano,observation,d2kg,True,83,83,0,4,0.0,0.0,6,0.5,0.3333333333333333
10,gpt-4.1-nano,observation,d2kg-rag,True,67,67,0,22,0.0,0.0,16,0.0,0.0
10,llava-llama3,action,dpe,True,53,53,0,0,0.0,0.0,5,0.0,0.0
10,llava-llama3,action,i2kg,False,20,0,20,0,0.0,0.0,0,0.0,0.0
10,llava-llama3,action,d2kg,True,86,86,0,6,1.0,0.8333333333333334,8,0.75,0.75
10,llava-llama3,action,d2kg-rag,True,72,72,0,5,1.0,0.6666666666666666,9,0.7777777777777778,0.875
10,llama4-scout,action,dpe,True,35,35,0,0,0.0,0.0,9,0.0,0.0
10,llama4-scout,action,i2kg,True,22,22,0,3,1.0,0.5,7,0.8571428571428571,0.75
10,llama4-scout,action,d2kg,False,39,0,39,0,0.0,0.0,0,0.0,0.0
10,llama4-scout,action,d2kg-rag,True,277,277,0,6,1.0,0.6666666666666666,9,0.4444444444444444,0.5
10,llama4-maverick,action,dpe,True,10,10,0,0,0.0,0.0,4,0.0,0.0
10,llama4-maverick,action,i2kg,True,74,74,0,6,1.0,0.8333333333333334,9,0.6666666666666666,0.75
10,llama4-maverick,action,d2kg,True,42,42,0,6,1.0,0.8333333333333334,9,0.8888888888888888,1.0
10,llama4-maverick,action,d2kg-rag,True,34,34,0,10,1.0,1.0,9,0.7777777777777778,0.875
10,gpt-o1,action,i2kg,True,269,269,0,7,1.0,0.8333333333333334,10,0.8,1.0
10,gpt-o1,action,d2kg,True,183,183,0,7,1.0,0.8333333333333334,8,0.875,0.875
10,gpt-o1,action,d2kg-rag,True,55,55,0,4,0.0,0.0,6,0.0,0.0
10,gpt-4.1-nano,action,i2kg,False,16,0,16,0,0.0,0.0,0,0.0,0.0
10,gpt-4.1-nano,action,d2kg,False,24,0,24,0,0.0,0.0,0,0.0,0.0
10,gpt-4.1-nano,action,d2kg-rag,False,9,0,9,0,0.0,0.0,0,0.0,0.0
